contest	year	month	day	time	break	hoamTeam	guestTeam	resultNumeric	homeTotalGoalsShoot	homeTotalGoalsReceived	homeTotalGoalDiff	guestTotalGoalsShoot	guestTotalGoalsReceived	guestTotalGoalDiff	homeTeamGoalsShootAtHome	homeTeamGoalsReceivedAtHome	homeTeamGoalsDiffAtHome	homeTeamGoalsShootAway	homeTeamGoalsReceivedAway	homeTeamGoalsDiffAway	guestTeamGoalsShootAtHome	guestTeamGoalsReceivedAtHome	guestTeamGoalsDiffAtHome	guestTeamGoalsShootAway	guestTeamGoalsReceivedAway	guestTeamGoalsDiffAway	hoamAvgPoints	guestAvgpoints	fortlfd
Europa League Qualifikation  Europa League Qualifikation	2017	08	Do	20:30	4	SC Rheindorf Altach	KAA Gent	2.000000	1.116279	0.581395	0.534884	1.000000	1.000000	0.000000	1.250000	1.250000	0.000000	1.000000	1.478261	-0.478261	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.162791	1.000000	253
Europa League Qualifikation  Europa League Qualifikation	2017	08	Do	20:30	5	SC Rheindorf Altach	Maccabi Tel Aviv	-1.000000	1.159091	0.590909	0.568182	0.000000	0.000000	0.000000	1.333333	1.238095	0.095238	1.000000	1.478261	-0.478261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.204545	0.000000	254
Europa League Qualifikation  Europa League Qualifikation	2017	08	Do	19:00	4	Maccabi Tel Aviv	SC Rheindorf Altach	0.000000	1.000000	0.000000	1.000000	1.133333	1.355556	-0.222222	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.272727	1.227273	0.045455	1.000000	1.478261	-0.478261	3.000000	1.177778	255
ÖFB-Cup  ÖFB-Cup	2017	09	Mi	19:00	4	Union Gurten	SC Rheindorf Altach	0.000000	0.000000	0.000000	0.000000	1.152174	1.369565	-0.217391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.272727	1.227273	0.045455	1.041667	1.500000	-0.458333	0.000000	1.173913	256
ÖFB-Cup  ÖFB-Cup	2018	07	Fr	19:00	45	WSC Hertha Wels	LASK	-3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	257
ÖFB-Cup  ÖFB-Cup	2018	07	Fr	18:30	45	SK Maria Saal	SKN St. Pölten	-6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	258
ÖFB-Cup  ÖFB-Cup	2018	07	Fr	20:20	45	FC Kufstein	SK Rapid Wien	-5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	259
ÖFB-Cup  ÖFB-Cup	2018	07	Fr	19:00	45	SC Neusiedl/See	FC Admira Wacker Mödling	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	260
ÖFB-Cup  ÖFB-Cup	2018	07	Fr	19:00	45	SV Allerheiligen	SV Mattersburg	-2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	261
ÖFB-Cup  ÖFB-Cup	2018	07	Fr	18:30	45	SV Grödig	TSV Hartberg	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	262
ÖFB-Cup  ÖFB-Cup	2018	07	Sa	16:30	45	ASV Siegendorf	SK Sturm Graz	-2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	263
ÖFB-Cup  ÖFB-Cup	2018	07	Sa	18:00	45	Union Gurten	Wolfsberger AC	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	264
ÖFB-Cup  ÖFB-Cup	2018	07	Sa	17:00	45	Team Wiener Linien	FC Wacker Innsbruck	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	265
ÖFB-Cup  ÖFB-Cup	2018	07	So	11:00	45	FV Austria XIII	FK Austria Wien	-4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	266
ÖFB-Cup  ÖFB-Cup	2018	07	So	17:15	45	ASKÖ Oedt	Red Bull Salzburg	-6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	267
ÖFB-Cup  ÖFB-Cup	2018	07	So	16:30	45	SC/ESV Parndorf	SC Rheindorf Altach	-3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	268
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	2018	07	Mi	20:30	4	Ajax Amsterdam	SK Sturm Graz	2.000000	0.000000	0.000000	0.000000	2.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	2.000000	0.000000	3.000000	269
Europa League Qualifikation  Europa League Qualifikation	2018	07	Do	19:45	6	LASK	Lillestrøm SK	4.000000	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	270
Europa League Qualifikation  Europa League Qualifikation	2018	07	Do	19:00	6	ZSKA Sofia	FC Admira Wacker Mödling	3.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-1.000000	0.000000	0.000000	271
Bundesliga  Bundesliga	2018	07	Fr	20:45	5	FK Austria Wien	FC Wacker Innsbruck	1.000000	4.000000	0.000000	4.000000	3.000000	2.000000	1.000000	0.000000	0.000000	0.000000	4.000000	0.000000	4.000000	0.000000	0.000000	0.000000	3.000000	2.000000	1.000000	3.000000	3.000000	272
Bundesliga  Bundesliga	2018	07	Sa	17:00	3	SK Sturm Graz	TSV Hartberg	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.500000	1.000000	273
Bundesliga  Bundesliga	2018	07	Sa	17:00	8	SC Rheindorf Altach	SV Mattersburg	-1.000000	3.000000	0.000000	3.000000	3.000000	1.000000	2.000000	0.000000	0.000000	0.000000	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	3.000000	1.000000	2.000000	3.000000	3.000000	274
Bundesliga  Bundesliga	2018	07	So	17:00	7	Red Bull Salzburg	LASK	2.000000	6.000000	0.000000	6.000000	3.500000	0.000000	3.500000	0.000000	0.000000	0.000000	6.000000	0.000000	6.000000	4.000000	0.000000	4.000000	3.000000	0.000000	3.000000	3.000000	3.000000	275
Bundesliga  Bundesliga	2018	07	So	17:00	9	SKN St. Pölten	Wolfsberger AC	1.000000	6.000000	0.000000	6.000000	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	6.000000	0.000000	6.000000	0.000000	0.000000	0.000000	2.000000	1.000000	1.000000	3.000000	3.000000	276
Bundesliga  Bundesliga	2018	07	So	17:00	9	FC Admira Wacker Mödling	SK Rapid Wien	-3.000000	0.000000	0.000000	0.000000	5.000000	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	2.000000	-2.000000	0.000000	0.000000	0.000000	5.000000	0.000000	5.000000	0.000000	3.000000	277
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	2018	08	Mi	20:30	4	SK Sturm Graz	Ajax Amsterdam	-2.000000	1.666667	0.666667	1.000000	2.000000	0.000000	2.000000	3.000000	2.000000	1.000000	1.000000	1.000000	0.000000	2.000000	0.000000	2.000000	0.000000	0.000000	0.000000	2.000000	3.000000	278
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	18:30	4	Lillestrøm SK	LASK	-1.000000	0.000000	0.000000	0.000000	2.666667	1.000000	1.666667	0.000000	0.000000	0.000000	0.000000	4.000000	-4.000000	4.000000	0.000000	4.000000	2.000000	1.500000	0.500000	0.000000	2.000000	279
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	19:00	4	FC Admira Wacker Mödling	ZSKA Sofia	-2.000000	0.000000	1.000000	-1.000000	3.000000	0.000000	3.000000	0.000000	3.000000	-3.000000	0.000000	2.000000	-2.000000	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	3.000000	280
Bundesliga  Bundesliga	2018	08	Sa	17:00	3	FC Wacker Innsbruck	SK Sturm Graz	-1.000000	2.000000	0.000000	2.000000	1.500000	1.750000	-0.250000	0.000000	0.000000	0.000000	2.000000	2.000000	0.000000	2.000000	2.500000	-0.500000	1.000000	1.000000	0.000000	1.500000	1.500000	281
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	SV Mattersburg	Red Bull Salzburg	-2.000000	3.000000	0.000000	3.000000	4.500000	0.500000	4.000000	0.000000	0.000000	0.000000	3.000000	1.500000	1.500000	3.000000	1.000000	2.000000	6.000000	0.000000	6.000000	3.000000	3.000000	282
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	SK Rapid Wien	SC Rheindorf Altach	0.000000	4.000000	0.000000	4.000000	2.500000	1.500000	1.000000	0.000000	0.000000	0.000000	4.000000	0.000000	4.000000	2.000000	3.000000	-1.000000	3.000000	0.000000	3.000000	3.000000	1.500000	283
Bundesliga  Bundesliga	2018	08	So	17:30	9	Wolfsberger AC	FK Austria Wien	1.000000	2.500000	0.000000	2.500000	3.000000	0.500000	2.500000	0.000000	0.000000	0.000000	2.500000	2.500000	0.000000	2.000000	1.000000	1.000000	4.000000	0.000000	4.000000	1.500000	3.000000	284
Bundesliga  Bundesliga	2018	08	So	17:00	3	LASK	SKN St. Pölten	0.000000	2.500000	0.000000	2.500000	5.000000	1.500000	3.500000	4.000000	0.000000	4.000000	2.000000	1.333333	0.666667	4.000000	3.000000	1.000000	6.000000	0.000000	6.000000	2.250000	3.000000	285
Bundesliga  Bundesliga	2018	08	So	17:00	3	TSV Hartberg	FC Admira Wacker Mödling	-1.000000	1.500000	0.000000	1.500000	0.250000	2.500000	-2.250000	0.000000	0.000000	0.000000	1.500000	2.000000	-0.500000	0.500000	3.000000	-2.500000	0.000000	2.000000	-2.000000	0.500000	0.000000	286
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	2018	08	Mi	19:00	4	Red Bull Salzburg	Shkendija Tetovo	3.000000	3.666667	0.333333	3.333333	0.000000	0.000000	0.000000	3.000000	1.000000	2.000000	4.000000	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	287
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	19:00	5	SK Sturm Graz	AEK Larnaka	-2.000000	1.800000	1.000000	0.800000	0.000000	0.000000	0.000000	2.000000	2.500000	-0.500000	1.666667	1.333333	0.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.800000	0.000000	288
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	19:00	4	Besiktas Istanbul	LASK	1.000000	0.000000	0.000000	0.000000	2.000000	0.800000	1.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	2.000000	2.000000	1.333333	0.666667	0.000000	2.000000	289
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	21:05	5	Slovan Bratislava	SK Rapid Wien	1.000000	0.000000	0.000000	0.000000	3.000000	0.333333	2.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	4.000000	0.000000	4.000000	0.000000	2.333333	290
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	Red Bull Salzburg	FK Austria Wien	2.000000	3.500000	0.250000	3.250000	2.000000	0.666667	1.333333	3.000000	0.500000	2.500000	4.000000	0.000000	4.000000	2.000000	1.000000	1.000000	2.000000	0.500000	1.500000	3.000000	2.000000	291
Bundesliga  Bundesliga	2018	08	Sa	17:00	7	TSV Hartberg	SV Mattersburg	2.000000	1.000000	0.333333	0.666667	2.000000	1.666667	0.333333	0.000000	1.000000	-1.000000	1.500000	2.000000	-0.500000	0.000000	2.000000	-2.000000	3.000000	1.500000	1.500000	0.333333	2.000000	292
Bundesliga  Bundesliga	2018	08	Sa	17:00	7	SC Rheindorf Altach	FC Wacker Innsbruck	-1.000000	2.000000	1.000000	1.000000	2.000000	2.333333	-0.333333	2.000000	3.000000	-1.000000	2.000000	0.500000	1.500000	2.000000	3.000000	-1.000000	2.000000	2.000000	0.000000	1.333333	1.000000	293
Bundesliga  Bundesliga	2018	08	So	17:00	3	SKN St. Pölten	SK Sturm Graz	2.000000	3.333333	1.000000	2.333333	1.500000	1.833333	-0.333333	4.000000	3.000000	1.000000	3.000000	0.000000	3.000000	1.333333	2.333333	-1.000000	1.666667	1.333333	0.333333	2.333333	1.500000	294
Bundesliga  Bundesliga	2018	08	So	17:00	3	FC Admira Wacker Mödling	LASK	-1.000000	0.400000	1.200000	-0.800000	1.666667	0.833333	0.833333	0.500000	3.000000	-2.500000	0.333333	1.333333	-1.000000	2.000000	0.000000	2.000000	1.500000	1.250000	0.250000	0.600000	1.666667	295
Bundesliga  Bundesliga	2018	08	So	17:00	7	SK Rapid Wien	Wolfsberger AC	0.000000	2.500000	0.250000	2.250000	2.000000	1.666667	0.333333	1.000000	1.000000	0.000000	3.000000	0.666667	2.333333	1.000000	0.000000	1.000000	2.500000	2.500000	0.000000	1.750000	2.000000	296
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	2018	08	Di	20:15	3	Shkendija Tetovo	Red Bull Salzburg	-1.000000	0.000000	0.000000	0.000000	3.200000	0.200000	3.000000	0.000000	0.000000	0.000000	0.000000	3.000000	-3.000000	2.666667	0.333333	2.333333	4.000000	0.000000	4.000000	0.000000	3.000000	297
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	17:30	4	AEK Larnaka	SK Sturm Graz	5.000000	2.000000	0.000000	2.000000	1.285714	1.857143	-0.571429	0.000000	0.000000	0.000000	2.000000	0.000000	2.000000	1.333333	2.333333	-1.000000	1.250000	1.500000	-0.250000	3.000000	1.285714	298
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	19:45	4	LASK	Besiktas Istanbul	1.000000	1.571429	0.000000	1.571429	1.000000	0.000000	1.000000	2.000000	0.000000	2.000000	1.400000	1.000000	0.400000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.857143	3.000000	299
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	20:30	4	SK Rapid Wien	Slovan Bratislava	4.000000	2.000000	0.200000	1.800000	2.000000	1.000000	1.000000	0.500000	0.500000	0.000000	3.000000	0.666667	2.333333	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.600000	3.000000	300
Bundesliga  Bundesliga	2018	08	Sa	17:00	4	Red Bull Salzburg	TSV Hartberg	2.000000	2.833333	0.166667	2.666667	1.750000	1.750000	0.000000	2.666667	0.333333	2.333333	3.000000	0.000000	3.000000	2.000000	1.500000	0.500000	1.500000	2.000000	-0.500000	3.000000	1.000000	301
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	FC Wacker Innsbruck	SKN St. Pölten	-2.000000	2.000000	0.750000	1.250000	3.000000	0.750000	2.250000	2.000000	3.000000	-1.000000	2.000000	1.666667	0.333333	3.000000	1.500000	1.500000	3.000000	0.000000	3.000000	1.500000	2.500000	302
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	SV Mattersburg	Wolfsberger AC	-6.000000	2.000000	0.500000	1.500000	1.500000	1.250000	0.250000	0.000000	2.000000	-2.000000	2.666667	2.333333	0.333333	1.000000	0.000000	1.000000	1.666667	1.666667	0.000000	1.500000	1.750000	303
Bundesliga  Bundesliga	2018	08	So	17:00	8	FK Austria Wien	FC Admira Wacker Mödling	4.000000	1.500000	0.250000	1.250000	0.333333	1.833333	-1.500000	2.000000	1.000000	1.000000	1.333333	1.000000	0.333333	0.333333	2.333333	-2.000000	0.333333	1.333333	-1.000000	1.500000	0.500000	304
Bundesliga  Bundesliga	2018	08	So	17:00	3	SK Sturm Graz	SC Rheindorf Altach	0.000000	1.125000	0.875000	0.250000	1.750000	1.500000	0.250000	1.333333	2.333333	-1.000000	1.000000	2.200000	-1.200000	1.500000	2.500000	-1.000000	2.000000	0.500000	1.500000	1.125000	1.000000	305
Bundesliga  Bundesliga	2018	08	So	17:00	3	LASK	SK Rapid Wien	1.000000	1.625000	0.125000	1.500000	2.333333	0.500000	1.833333	2.000000	0.333333	1.666667	1.400000	1.000000	0.400000	1.666667	0.333333	1.333333	3.000000	0.666667	2.333333	2.000000	1.833333	306
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	2018	08	Di	21:00	3	Roter Stern Belgrad	Red Bull Salzburg	0.000000	0.000000	0.000000	0.000000	2.714286	0.142857	2.571429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.500000	0.250000	2.250000	3.000000	0.000000	3.000000	0.000000	3.000000	307
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	20:30	4	SK Rapid Wien	FCSB	2.000000	2.142857	0.142857	2.000000	0.000000	0.000000	0.000000	1.666667	0.333333	1.333333	2.500000	1.000000	1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.571429	0.000000	308
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	SKN St. Pölten	FK Austria Wien	0.000000	2.800000	0.600000	2.200000	2.000000	0.800000	1.200000	3.000000	1.500000	1.500000	2.666667	0.000000	2.666667	3.000000	0.500000	2.500000	1.333333	1.000000	0.333333	2.600000	1.800000	309
Bundesliga  Bundesliga	2018	08	Sa	17:00	6	Wolfsberger AC	SK Sturm Graz	0.000000	2.400000	0.000000	2.400000	1.111111	2.111111	-1.000000	1.000000	0.000000	1.000000	2.750000	1.250000	1.500000	1.250000	2.000000	-0.750000	1.000000	2.200000	-1.200000	2.000000	1.111111	310
Bundesliga  Bundesliga	2018	08	Sa	17:00	4	SC Rheindorf Altach	Red Bull Salzburg	-1.000000	1.600000	1.000000	0.600000	2.375000	0.125000	2.250000	1.500000	2.500000	-1.000000	1.666667	0.666667	1.000000	2.500000	0.250000	2.250000	2.250000	0.000000	2.250000	1.000000	2.750000	311
Bundesliga  Bundesliga	2018	08	So	17:00	7	TSV Hartberg	LASK	-1.000000	1.400000	0.600000	0.800000	1.666667	0.777778	0.888889	2.000000	1.500000	0.500000	1.000000	2.000000	-1.000000	2.000000	0.500000	1.500000	1.400000	1.000000	0.400000	0.800000	2.111111	312
Bundesliga  Bundesliga	2018	08	So	17:00	3	SK Rapid Wien	FC Wacker Innsbruck	1.000000	2.250000	0.250000	2.000000	1.600000	2.000000	-0.400000	2.000000	0.500000	1.500000	2.500000	1.000000	1.500000	1.000000	2.500000	-1.500000	2.000000	1.666667	0.333333	1.750000	1.200000	313
Bundesliga  Bundesliga	2018	08	So	17:00	7	FC Admira Wacker Mödling	SV Mattersburg	0.000000	0.285714	1.000000	-0.714286	1.600000	3.000000	-1.400000	0.333333	2.333333	-2.000000	0.250000	2.000000	-1.750000	0.000000	4.000000	-4.000000	2.666667	2.333333	0.333333	0.428571	1.200000	314
UEFA CL-Qualifikation  UEFA Champions League-Qualifikation	2018	08	Mi	21:00	4	Red Bull Salzburg	Roter Stern Belgrad	0.000000	2.444444	0.111111	2.333333	0.000000	0.000000	0.000000	2.500000	0.250000	2.250000	2.400000	0.400000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.777778	1.000000	315
Europa League Qualifikation  Europa League Qualifikation	2018	08	Do	20:30	4	FCSB	SK Rapid Wien	1.000000	1.000000	0.000000	1.000000	2.222222	0.777778	1.444444	0.000000	0.000000	0.000000	1.000000	3.000000	-2.000000	2.000000	0.600000	1.400000	2.500000	1.000000	1.500000	0.000000	1.888889	316
Bundesliga  Bundesliga	2018	09	Sa	17:00	7	FK Austria Wien	SV Mattersburg	1.000000	1.666667	0.166667	1.500000	1.333333	2.500000	-1.166667	3.000000	0.500000	2.500000	1.000000	0.750000	0.250000	0.000000	4.000000	-4.000000	2.000000	1.750000	0.250000	1.666667	1.166667	317
Bundesliga  Bundesliga	2018	09	Sa	17:00	7	SC Rheindorf Altach	SKN St. Pölten	-1.000000	1.666667	1.333333	0.333333	2.333333	0.500000	1.833333	1.666667	2.666667	-1.000000	1.666667	0.666667	1.000000	2.000000	1.000000	1.000000	2.666667	0.000000	2.666667	0.833333	2.333333	318
Bundesliga  Bundesliga	2018	09	Sa	17:00	6	FC Wacker Innsbruck	TSV Hartberg	1.000000	1.500000	0.833333	0.666667	1.166667	1.666667	-0.500000	1.000000	2.500000	-1.500000	1.750000	1.750000	0.000000	1.333333	1.333333	0.000000	1.000000	2.000000	-1.000000	1.000000	0.666667	319
Bundesliga  Bundesliga	2018	09	So	17:00	8	SK Sturm Graz	SK Rapid Wien	0.000000	1.100000	0.800000	0.300000	2.100000	0.900000	1.200000	1.250000	2.000000	-0.750000	1.000000	2.000000	-1.000000	2.000000	0.600000	1.400000	2.200000	1.200000	1.000000	1.100000	1.700000	320
Bundesliga  Bundesliga	2018	09	So	17:00	4	Red Bull Salzburg	FC Admira Wacker Mödling	2.000000	2.400000	0.300000	2.100000	0.250000	1.875000	-1.625000	2.400000	0.600000	1.800000	2.400000	0.400000	2.000000	0.250000	1.750000	-1.500000	0.250000	2.000000	-1.750000	2.600000	0.500000	321
Bundesliga  Bundesliga	2018	09	So	17:00	7	LASK	Wolfsberger AC	2.000000	1.600000	0.200000	1.400000	2.166667	1.000000	1.166667	2.000000	0.500000	1.500000	1.333333	0.833333	0.500000	1.000000	0.500000	0.500000	2.750000	1.250000	1.500000	2.200000	1.833333	322
Bundesliga  Bundesliga	2018	09	Sa	17:00	13	FC Admira Wacker Mödling	SK Sturm Graz	-1.000000	0.333333	0.777778	-0.444444	1.090909	1.909091	-0.818182	0.250000	1.750000	-1.500000	0.400000	2.200000	-1.800000	1.200000	1.800000	-0.600000	1.000000	2.000000	-1.000000	0.444444	1.090909	323
Bundesliga  Bundesliga	2018	09	Sa	17:00	13	SKN St. Pölten	Red Bull Salzburg	-2.000000	2.285714	0.428571	1.857143	2.454545	0.545455	1.909091	2.000000	1.000000	1.000000	2.500000	0.250000	2.250000	2.500000	0.666667	1.833333	2.400000	0.400000	2.000000	2.428571	2.636364	324
Bundesliga  Bundesliga	2018	09	Sa	17:00	14	TSV Hartberg	SC Rheindorf Altach	1.000000	1.142857	0.571429	0.571429	1.571429	1.714286	-0.142857	1.333333	1.333333	0.000000	1.000000	2.000000	-1.000000	1.500000	2.500000	-1.000000	1.666667	0.666667	1.000000	0.571429	0.714286	325
Bundesliga  Bundesliga	2018	09	So	17:00	15	SK Rapid Wien	FK Austria Wien	-1.000000	2.000000	0.272727	1.727273	1.714286	0.714286	1.000000	2.000000	0.600000	1.400000	2.000000	1.166667	0.833333	2.666667	0.666667	2.000000	1.000000	0.750000	0.250000	1.636364	1.857143	326
Bundesliga  Bundesliga	2018	09	So	14:30	14	SV Mattersburg	LASK	-2.000000	1.285714	1.142857	0.142857	1.636364	0.636364	1.000000	0.000000	4.000000	-4.000000	1.800000	1.800000	0.000000	2.000000	0.400000	1.600000	1.333333	0.833333	0.500000	1.000000	2.272727	327
Bundesliga  Bundesliga	2018	09	So	14:30	14	Wolfsberger AC	FC Wacker Innsbruck	2.000000	1.857143	0.142857	1.714286	1.571429	1.857143	-0.285714	1.000000	0.500000	0.500000	2.200000	1.400000	0.800000	1.333333	2.000000	-0.666667	1.750000	1.750000	0.000000	1.571429	1.285714	328
Europa League  Europa League	2018	09	Do	21:00	5	RasenBallsport Leipzig	Red Bull Salzburg	-1.000000	0.000000	0.000000	0.000000	2.500000	0.583333	1.916667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.500000	0.666667	1.833333	2.500000	0.500000	2.000000	0.000000	2.666667	329
Europa League  Europa League	2018	09	Do	18:55	4	SK Rapid Wien	Spartak Moskau	2.000000	1.833333	0.333333	1.500000	0.000000	0.000000	0.000000	1.666667	0.666667	1.000000	2.000000	1.166667	0.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.500000	0.000000	330
Bundesliga  Bundesliga	2018	09	Sa	17:00	7	SK Sturm Graz	SV Mattersburg	-1.000000	1.250000	0.750000	0.500000	1.250000	2.500000	-1.250000	1.200000	1.800000	-0.600000	1.285714	2.000000	-0.714286	0.333333	3.666667	-3.333333	1.800000	1.800000	0.000000	1.250000	0.875000	331
Bundesliga  Bundesliga	2018	09	Sa	17:00	7	SKN St. Pölten	TSV Hartberg	3.000000	2.125000	0.750000	1.375000	1.250000	1.625000	-0.375000	1.750000	1.500000	0.250000	2.500000	0.250000	2.250000	1.500000	1.250000	0.250000	1.000000	2.000000	-1.000000	2.125000	0.875000	332
Bundesliga  Bundesliga	2018	09	Sa	17:00	6	SC Rheindorf Altach	Wolfsberger AC	-1.000000	1.500000	1.250000	0.250000	2.000000	1.125000	0.875000	1.500000	2.500000	-1.000000	1.500000	1.000000	0.500000	1.666667	0.666667	1.000000	2.200000	1.400000	0.800000	0.625000	1.750000	333
Bundesliga  Bundesliga	2018	09	So	14:30	7	FK Austria Wien	LASK	-3.000000	1.625000	0.250000	1.375000	1.750000	0.666667	1.083333	2.666667	0.666667	2.000000	1.000000	0.600000	0.400000	2.000000	0.400000	1.600000	1.571429	0.857143	0.714286	2.000000	2.333333	334
Bundesliga  Bundesliga	2018	09	So	17:00	3	Red Bull Salzburg	SK Rapid Wien	1.000000	2.538462	0.307692	2.230769	1.846154	0.846154	1.000000	2.500000	0.666667	1.833333	2.571429	0.714286	1.857143	1.714286	0.571429	1.142857	2.000000	1.166667	0.833333	2.692308	1.615385	335
Bundesliga  Bundesliga	2018	09	So	14:30	8	FC Wacker Innsbruck	FC Admira Wacker Mödling	-2.000000	1.500000	0.750000	0.750000	0.500000	2.100000	-1.600000	1.333333	2.000000	-0.666667	1.600000	2.000000	-0.400000	0.600000	2.000000	-1.400000	0.400000	2.200000	-1.800000	1.125000	0.400000	336
ÖFB-Cup  ÖFB-Cup	2018	09	Di	18:30	3	Wolfsberger AC	SK Austria Klagenfurt	4.000000	1.888889	0.222222	1.666667	0.000000	0.000000	0.000000	1.666667	0.666667	1.000000	2.000000	1.166667	0.833333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.888889	0.000000	337
