,competition,date,gameday,guest_coach,guest_game_system,guest_team_id,guest_team_name,home_coach,home_game_system,home_team_id,home_team_name,identifier,result,saison,time,viewers,weekday,day,month,year
10,2. Liga,2009-02-10 19:00:00,11,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Armand Benneker,4-5-1,7448,FC Dornbirn,1c8cfd3089a465884523c243745da240639fd7f5ba4da357cf58a6cb2319c01c,1:2,2009/10,19:00,1500,1,10,2,2009
11,2. Liga,2009-10-16 19:00:00,12,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Peter Stöger,4-5-1,2364,First Vienna FC,c32507e68ffd0c61db6d26a9740900a20fb7d7821a0d164ebb6541ff879a6f02,4:2,2009/10,19:00,1050,4,16,10,2009
12,2. Liga,2009-10-23 19:00:00,13,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,Michael Fuchs †,4-4-2,5192,FC Gratkorn,2db51556a2e81f297c703d50db0e35170e7a5d5c11d6d2f217e22766cd06ac40,1:2,2009/10,19:00,1150,4,23,10,2009
13,2. Liga,2009-10-30 19:00:00,14,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,e5b7345aba943ce2062852ca9a5c95f0f86b08dc679dabb0d606f1141ce5b015,0:3,2009/10,19:00,1800,4,30,10,2009
14,2. Liga,2009-03-11 19:00:00,15,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,Michael Fuchs †,4-4-2,5192,FC Gratkorn,8d065f8df060ddcd4f36e8beb284ecc17875770f8b2b7f22fc386a787eca76c0,2:2,2009/10,19:00,1100,2,11,3,2009
15,2. Liga,2009-06-11 20:00:00,16,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,78e97e40f5529f8109277c9a7ff730046e1ed6cc5479268e12e46ea61c6408ae,4:2,2009/10,20:00,3427,3,11,6,2009
16,2. Liga,2009-11-21 15:15:00,17,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Michael Fuchs †,4-4-2,5192,FC Gratkorn,cbc8772ffb630d821316bf98175b6ef33e089296b1d873a58609d19bcffeaea8,0:3,2009/10,15:15,1200,5,21,11,2009
17,2. Liga,2010-02-26 18:00:00,18,Michael Fuchs †,?,5192,FC Gratkorn,Johann Dihanich,?,4383,FK Austria Wien Amateure,6d891a44ba1599929e7ed3ab2edefe79e7ac548a36ea24d95ec684a0575c82d1,0:0,2009/10,18:00,175,4,26,2,2010
18,2. Liga,2010-05-03 19:00:00,19,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Martin Scherb,4-4-2,2662,SKN St. Pölten,a540050bbeeef6dfc4784674b7a5fe0818bbac26b86101b78a570bdafcc65131,3:2,2009/10,19:00,1200,0,3,5,2010
19,2. Liga,2010-12-03 19:00:00,20,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,Michael Fuchs †,4-4-2,5192,FC Gratkorn,4509c2407181be9b52a6029fa2d557aee148f63d0c54ba523acc1f902f0cb664,0:1,2009/10,19:00,720,4,3,12,2010
20,2. Liga,2010-03-19 18:00:00,21,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Slobodan Grubor,4-4-2,2231,FC Lustenau,e0172dd6d3f4cac6f534ac5f742d90216739a1fe1a166e407c5ebe7ba6035718,3:3,2009/10,18:00,900,4,19,3,2010
21,2. Liga,2010-03-23 18:00:00,22,Armand Benneker,4-4-2,7448,FC Dornbirn,Michael Fuchs †,4-4-2,5192,FC Gratkorn,42ff40ff4e03ccee633f965faa7e6362c720186fc769c0e1f291852c3dbacb78,1:2,2009/10,18:00,500,1,23,3,2010
22,2. Liga,2010-03-26 19:00:00,23,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Walter Kogler,4-3-3 offensiv,2444,FC Wacker Innsbruck,f8f3e29452c3087c52fa7372e22d80190a14e2dbfb1aff88708b55d7d1ca7a8a,2:1,2009/10,19:00,3700,4,26,3,2010
23,2. Liga,2010-06-04 19:00:00,24,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,Michael Fuchs †,4-4-2,5192,FC Gratkorn,5e49784767cbdc11b61841a252a78c9499a86521f947a3d70f120b4074bbe4a9,2:2,2009/10,19:00,850,4,4,6,2010
24,2. Liga,2010-09-04 18:00:00,25,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Johann Dihanich,4-4-2,4383,FK Austria Wien Amateure,7cf56f09d50866a4da52bdc31c6c1098359f49a83c8650a91e41d55571c896f5,2:3,2009/10,18:00,127,5,4,9,2010
25,2. Liga,2010-04-16 19:00:00,26,Martin Scherb,4-4-2,2662,SKN St. Pölten,Michael Fuchs †,4-4-2,5192,FC Gratkorn,76b43a07331cf5f1c1c214ffe6ebf1c640b7a9afc661ae1f636c6757de6f0517,1:1,2009/10,19:00,800,4,16,4,2010
26,2. Liga,2010-04-23 18:00:00,27,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,e5fdd33d13dad9e4662e32bb9617c5ea6797319b561c209a99f9b23ff6db9f05,0:2,2009/10,18:00,2100,4,23,4,2010
27,2. Liga,2010-04-30 18:00:00,28,Armand Benneker,4-4-2,7448,FC Dornbirn,Michael Fuchs †,4-4-2,5192,FC Gratkorn,b6465080cbc7603179051ba7a6841e4294bbbb113af565be03c2240bcc23a1f4,5:0,2009/10,18:00,850,4,30,4,2010
28,2. Liga,2010-04-05 18:00:00,29,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Frenkie Schinkels,4-5-1,2364,First Vienna FC,362924c8ea67c44d15d0a8d525936675f0a4a8c16246afe9a04075e5777a3d96,1:1,2009/10,18:00,1400,0,5,4,2010
29,2. Liga,2010-08-05 15:15:00,30,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,Michael Fuchs †,4-4-2,5192,FC Gratkorn,4ab8088535e674e0c6db12b064b6ed3ec3718b8111f818abcfdc1f9055decfdc,1:2,2009/10,15:15,1000,3,5,8,2010
30,2. Liga,2010-05-14 19:00:00,31,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,95cc3330b577dc75b23f99760abbbce70e77c331a4c31907bf4ba2405a453701,1:2,2009/10,19:00,100,4,14,5,2010
31,2. Liga,2010-05-21 19:00:00,32,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Slobodan Grubor,4-4-2,2231,FC Lustenau,b275e2fb50f95847683202634158696bcbf1c2185821a9890f001f964863f7f3,0:1,2009/10,19:00,700,4,21,5,2010
32,2. Liga,2010-05-28 19:00:00,33,Adi Hütter,4-2-3-1 ,3551,SC Rheindorf Altach,Michael Fuchs †,4-4-2,5192,FC Gratkorn,7a1bfd8535c2fb9296915ba1d30f2de1bd9484e43204e7f1a6466a7fbb0ad3f7,1:2,2009/10,19:00,750,4,28,5,2010
33,ÖFB-Cup,2009-08-15 17:00:00,1.Runde,Michael Fuchs †,?,5192,FC Gratkorn,,,18585,SV Gaflenz,3b6167bfb6568a1bd7ee0981ac0f8805d56e99bf865c97ab8057ab2a4df83467,1:4,2009/10,17:00,150,5,15,8,2009
34,ÖFB-Cup,2009-09-18 18:00:00,2.Runde,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,7163fec2efa2981579b149357a3428176c9b1dc604c9201cc10bf20a0b4ad852,5:7  n.E.,2009/10,18:00,200,4,18,9,2009
35,ÖFB-Cup,2010-09-03 19:00:00,Achtelfinale,Michael Fuchs †,4-4-2,5192,FC Gratkorn,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,66dffd532e58f0e2c677f59aa1e237174efc8ea72a06693c18f60284cd24dc8f,4:2  n.E.,2009/10,19:00,250,4,3,9,2010
36,2. Liga,2009-07-14 19:00:00,1,Niko Kovac,3-5-2,6227,Red Bull Juniors Salzburg,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,770ca276a4e39c8c7d48039d26db191013bb1edb89e11fe9b8f212929dcb01f0,2:1,2009/10,19:00,4500,1,14,7,2009
37,2. Liga,2009-07-17 18:00:00,2,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,07d791ad4d8f0320175cdcabca53a03c18c1a5e5e16ec6d678e0f041bf2b7711,0:2,2009/10,18:00,1500,4,17,7,2009
38,2. Liga,2009-07-24 18:00:00,3,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,9d5312cae09ef51fbd582ab096740396c4776c357bea87a8a151604fb23cd506,5:0,2009/10,18:00,4800,4,24,7,2009
39,2. Liga,2009-01-08 17:00:00,4,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,1131dbe2a965b5491c005cc0a97b646194f534dd3c821665b48bf21ea7051479,4:1,2009/10,17:00,9000,3,8,1,2009
40,2. Liga,2009-07-08 18:00:00,5,Johann Dihanich,4-4-2 Raute,4383,FK Austria Wien Amateure,Walter Kogler,4-4-2 doppel 6,2444,FC Wacker Innsbruck,b59117fa1bac8f7ec87623e3350405fb036a9f5a4ce3e53939d32e55c931fbb6,2:0,2009/10,18:00,4300,2,8,7,2009
42,2. Liga,2009-08-28 18:00:00,7,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,Martin Scherb,4-5-1,2662,SKN St. Pölten,d4b73cf36c7f8cbff91947fc71cebaca6b2eee6016e400b6a2b4daa8613f3347,1:0,2009/10,18:00,2100,4,28,8,2009
43,2. Liga,2009-12-09 15:15:00,8,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,2a307721a7161a963428c66748858623155b15afdbda8fc30eeec3f5aba6faba,0:1,2009/10,15:15,5000,2,9,12,2009
44,2. Liga,2009-09-22 19:00:00,9,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Nenad Bjelica,4-5-1,2231,FC Lustenau,0a6a51d75e4c02c7f3c2879ba1780ee613c0bb4b8f614e1c58d6c0006b3df6e3,0:1,2009/10,19:00,1400,1,22,9,2009
45,2. Liga,2009-09-25 19:00:00,10,Armand Benneker,4-5-1,7448,FC Dornbirn,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,1ec5b59e566f0e89b276a3275c9e86ad2ad510e992ff77bfea09283c9cf9b686,7:0,2009/10,19:00,3500,4,25,9,2009
46,2. Liga,2009-02-10 19:00:00,11,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,Peter Stöger,4-5-1,2364,First Vienna FC,1d7b7b2d2d7b25d060df73ed669c7bbef5a8ebbcf0e8f593b31ee348a19aeb06,1:3,2009/10,19:00,2600,1,10,2,2009
47,2. Liga,2009-10-16 19:00:00,12,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Niko Kovac,4-4-2,6227,Red Bull Juniors Salzburg,2e057a9f1466333f965c9c01933a75d8e319440161a3ac52bd0a6c6280630e2b,2:2,2009/10,19:00,500,4,16,10,2009
48,2. Liga,2009-10-23 19:00:00,13,Bruno Friesenbichler,4-4-2,4467,TSV Hartberg,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,e6db5d6041a6ccd2f9e1a31317175a1a03d0a0b33815d74c41fff3f5c287cedc,6:0,2009/10,19:00,3800,4,23,10,2009
49,2. Liga,2009-10-31 15:15:00,14,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,13535dc8a254bb5b8dd4c4c6afc646422cc2f05c0f98d664f164fb707ccca5e6,2:2,2009/10,15:15,7000,5,31,10,2009
50,2. Liga,2009-03-11 19:00:00,15,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,a7f7378cf519e6899dec43ae518c0b2e048f113d5a6d3993e4eae12f8d98eff1,2:1,2009/10,19:00,5800,2,11,3,2009
51,2. Liga,2009-06-11 20:00:00,16,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,Johann Dihanich,4-4-2,4383,FK Austria Wien Amateure,4482879c394d370a411cd6a89d382a08e458d4bd0acb8b7696ecff6f7fd87320,0:5,2009/10,20:00,312,3,11,6,2009
53,2. Liga,2009-11-27 18:00:00,18,Martin Scherb,4-5-1,2662,SKN St. Pölten,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,85fde7e50f331f48a431d41ed42f6d998cef24d701ff701e32a86ebf0d417091,2:2,2009/10,18:00,5000,4,27,11,2009
54,2. Liga,2010-06-03 15:15:00,19,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,1ac67c1b2b1332e5c1ab36cca64f842c827e79f39d3ad961d73ed8b62ba31531,0:0,2009/10,15:15,3200,3,3,6,2010
55,2. Liga,2010-03-13 15:15:00,20,Slobodan Grubor,4-4-2,2231,FC Lustenau,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,6650331fe6b34c93c8e6b7d2edc6c38a8f34b14de0f374e103177bf8847bcc92,1:2,2009/10,15:15,3900,5,13,3,2010
56,2. Liga,2010-03-20 15:15:00,21,Walter Kogler,4-3-3 offensiv,2444,FC Wacker Innsbruck,Armand Benneker,4-4-2,7448,FC Dornbirn,0b1719d622796b8dedaef2906a8fad036e16e255c113bb61156134f5705a3994,0:3,2009/10,15:15,3000,5,20,3,2010
57,2. Liga,2010-03-23 18:00:00,22,Peter Stöger,4-5-1,2364,First Vienna FC,Walter Kogler,4-3-3 offensiv,2444,FC Wacker Innsbruck,5892a0df62eae17b2343e56ff05287a5188ce681526d33c10b72af6441da4454,3:0,2009/10,18:00,3500,1,23,3,2010
59,2. Liga,2010-06-04 19:00:00,24,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,542ea0d88c07407234fb65517a6b8a40a93733159cd0d40a1f779110b33c04e1,3:0,2009/10,19:00,6200,4,4,6,2010
60,2. Liga,2010-09-04 18:00:00,25,Slobodan Grubor,4-4-2,2231,FC Lustenau,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,100b4cc82bbc84c1d9d21cb91d497887f6df3ac778ba65b6cac0cc3eab262e59,1:0,2009/10,18:00,3800,5,4,9,2010
61,2. Liga,2010-04-17 15:15:00,26,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,a816b05ac50c9690cd233bd43c14f54dd064bb885c0efa3cb53ed5cd8462f62c,1:0,2009/10,15:15,11300,5,17,4,2010
62,2. Liga,2010-04-23 18:00:00,27,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Johann Dihanich,4-4-2,4383,FK Austria Wien Amateure,87c65fda86ade63b3a3ef92261b084c031190e0f4addb6a687699bc94c60b758,2:1,2009/10,18:00,654,4,23,4,2010
63,2. Liga,2010-04-30 18:00:00,28,Martin Scherb,4-4-2,2662,SKN St. Pölten,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,6a638afadeb9a2b6e37022abee011a2677abaf41fad617e7aa62b787bdd9d607,2:1,2009/10,18:00,4500,4,30,4,2010
64,2. Liga,2010-04-05 18:00:00,29,Walter Kogler,?,2444,FC Wacker Innsbruck,Edmund Stöhr,4-4-2,541,SC Austria Lustenau,cea267a7460385321ae076fdf52f640a20b3b4290ac2583c04ec9715e89425d4,2:2,2009/10,18:00,3800,0,5,4,2010
65,2. Liga,2010-07-05 19:00:00,30,Günther Kerber,4-4-2,7448,FC Dornbirn,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,d96c9542ed892c3df33e2f5bfce71f8a8ff24f2e5a2470f1a8a3e3eda6a1dea7,2:0,2009/10,19:00,3500,0,5,7,2010
66,2. Liga,2010-05-15 15:15:00,31,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,Frenkie Schinkels,4-5-1,2364,First Vienna FC,84cded51a21afa84aba19f71f056d01d9cd834504c3165ec013b47e6105ed206,0:1,2009/10,15:15,2850,5,15,5,2010
67,2. Liga,2010-05-21 19:00:00,32,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,Walter Kogler,4-4-2,2444,FC Wacker Innsbruck,c7d1406a4b100b597b532a982cdfa1f18049030248a67b8efbc7ff40d42be7df,1:0,2009/10,19:00,8700,4,21,5,2010
68,2. Liga,2010-05-28 19:00:00,33,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,3f49803eb4d699132840eb48197b475b8fc775fbdbec8152fd760c96ab0f8ecf,0:2,2009/10,19:00,4000,4,28,5,2010
69,ÖFB-Cup,2009-08-15 17:00:00,1.Runde,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,,,2235,FC Kufstein,a67baa1d4f2bbef42898715d548e260dee6435feab9487c932d617f421d5c793,1:2,2009/10,17:00,800,5,15,8,2009
70,ÖFB-Cup,2009-09-19 15:30:00,2.Runde,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,,,4466,SPG Reichenau/Innsbruck,444a1be20040c195f7255e4ab6edc11e87b07ab4d5dc68663bdd5d06ac90e4c5,1:4,2009/10,15:30,1200,5,19,9,2009
71,ÖFB-Cup,2010-09-03 19:00:00,Achtelfinale,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,Walter Kogler,4-4-2 Raute,2444,FC Wacker Innsbruck,82519f16ef2ea6ae75cc431342c394e763fe52726be4a19c2222cc3da5d647a8,0:1,2009/10,19:00,1500,4,3,9,2010
72,2. Liga,2009-07-14 19:00:00,1,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,0c1d6b332d513d5100a3b95c918abfb51a3ced2a5f0af39d3fc3e95a62d0c0e6,4:0,2009/10,19:00,5500,1,14,7,2009
73,2. Liga,2009-07-18 17:00:00,2,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Edmund Stöhr,?,541,SC Austria Lustenau,85e2fd39f1a497728b5638614be9a095dfd4df1ef456569389a99ea2e2a3485e,0:2,2009/10,17:00,8600,5,18,7,2009
74,2. Liga,2009-07-24 18:00:00,3,Johann Dihanich,4-5-1,4383,FK Austria Wien Amateure,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,fa247e6182f987ad533acc91a2b10c035b19483669325e309e19ce87dd7efb5e,3:1,2009/10,18:00,3800,4,24,7,2009
77,2. Liga,2009-08-21 18:00:00,6,Martin Scherb,4-3-3 defensiv,2662,SKN St. Pölten,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,cafee92212c5a5695d3960f1a3c96317afc994420fd62f579fd091186b5fd2f6,0:3,2009/10,18:00,3800,4,21,8,2009
78,2. Liga,2009-08-29 17:00:00,7,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,95cec01e5b64214c7f97cf1e90ed89fb10e7a6f0c523ac8131c2f63f9d5e4cba,2:2,2009/10,17:00,1000,5,29,8,2009
79,2. Liga,2009-11-09 19:00:00,8,Nenad Bjelica,4-4-2,2231,FC Lustenau,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,8f6d225e0ee39926f0eb2416a85046133a626435a9fba7a1c10757f2b44a0080,1:1,2009/10,19:00,5400,0,9,11,2009
80,2. Liga,2009-09-22 19:00:00,9,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Armand Benneker,4-5-1,7448,FC Dornbirn,1fb49ac1aa471e27a7e20792fb1f80af37fe4a6436acf7fcd306212d7b0f09d4,0:2,2009/10,19:00,2000,1,22,9,2009
81,2. Liga,2009-09-25 19:00:00,10,Peter Stöger,4-5-1,2364,First Vienna FC,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,ccd39df35539de675fcf23fd765522daa491a6e70665e23177683c4c22ba80ee,3:0,2009/10,19:00,4000,4,25,9,2009
82,2. Liga,2009-02-10 19:00:00,11,Adi Hütter,4-3-3 defensiv,3551,SC Rheindorf Altach,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,4286d4e80ac6a00e61b38a5732e08cd0a30c8912ce8d2efb2e5f8281eabc778c,1:2,2009/10,19:00,350,1,10,2,2009
83,2. Liga,2009-10-16 19:00:00,12,Adi Hütter,4-3-3 offensiv,3551,SC Rheindorf Altach,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,fb740924da1bae60114a28a10cde25eba9be4f79e4ca9b9ec0ad0fa8d79e6b8d,0:2,2009/10,19:00,1500,4,16,10,2009
84,2. Liga,2009-10-24 15:15:00,13,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,Adi Hütter,4-3-3 offensiv,3551,SC Rheindorf Altach,6098354f1f7c29394d34e4dca862a93a89bf6550e0e6f1a5e71e8652043868b2,1:2,2009/10,15:15,8200,5,24,10,2009
85,2. Liga,2009-10-30 19:00:00,14,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Johann Dihanich,4-4-2,4383,FK Austria Wien Amateure,f51f5d546fe445235c9edf253471afdd8f10377260a850eafe054b9dfe23958c,0:1,2009/10,19:00,276,4,30,10,2009
88,2. Liga,2009-11-20 19:00:00,17,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Martin Scherb,4-4-2 Raute,2662,SKN St. Pölten,b873ba6d80191a34a0f7ad928d1847c71a63bb1233046779c0bfecb3adaad099,1:0,2009/10,19:00,1400,4,20,11,2009
89,2. Liga,2009-11-28 15:15:00,18,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,Adi Hütter,4-3-3 defensiv,3551,SC Rheindorf Altach,0ecaf05069888e596d972a80ac588eb13aec1a3e53857f4961d46edf7d8eb56b,0:0,2009/10,15:15,4700,5,28,11,2009
90,2. Liga,2010-05-03 19:00:00,19,Adi Hütter,4-5-1,3551,SC Rheindorf Altach,Slobodan Grubor,4-4-2,2231,FC Lustenau,9ee8326c36d9aa3bb5086ce0a5a200ff7f82ef8d8357790b0b917bb988271d7d,0:1,2009/10,19:00,3200,0,3,5,2010
91,2. Liga,2010-12-03 19:00:00,20,Armand Benneker,4-4-2,7448,FC Dornbirn,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,2d1d09c74e8b2a18d09d613c1cfa3af6ab5e1bf7e02356653c2c42eb3e4c4335,2:0,2009/10,19:00,3570,4,3,12,2010
92,2. Liga,2010-03-19 18:00:00,21,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Peter Stöger,4-5-1,2364,First Vienna FC,32d3495864e4fcabf00f06c8f4b2e248a6e27d901d1ee14361a76a81c4616f9f,0:0,2009/10,18:00,1600,4,19,3,2010
93,2. Liga,2010-03-23 18:00:00,22,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,d3331bd31e7a38543f23fc65bbd7f064fc8a9c770f77f849f416f4fae1b24f2b,3:1,2009/10,18:00,3017,1,23,3,2010
94,2. Liga,2010-03-26 19:00:00,23,Slobodan Grubor,4-4-2,2231,FC Lustenau,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,6d263a0f09904f16bc4411bfa9491b87eebb17af1b952289fcf80e1e890cbd83,4:1,2009/10,19:00,3100,4,26,3,2010
96,2. Liga,2010-10-04 15:15:00,25,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Walter Schachner,4-4-2,503,FC Admira Wacker Mödling,1e0ec56fcbb937a783358e8307f92787779279c143270e40d6f837870a858cbf,2:0,2009/10,15:15,3200,0,4,10,2010
97,2. Liga,2010-04-16 19:00:00,26,Johann Dihanich,4-4-2,4383,FK Austria Wien Amateure,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,b6a591618249173f7aad913ed90ccf945478fc1a37e2e032145b2e160c86748b,1:2,2009/10,19:00,3636,4,16,4,2010
98,2. Liga,2010-04-24 15:15:00,27,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Martin Scherb,4-4-2,2662,SKN St. Pölten,7a54e1e1b9fd4c59e2459efaebef235299630fa59d2aa1e8255e9595dd106e60,0:2,2009/10,15:15,1400,5,24,4,2010
99,2. Liga,2010-01-05 15:15:00,28,Edmund Stöhr,4-5-1,541,SC Austria Lustenau,Adi Hütter,4-4-2 doppel 6,3551,SC Rheindorf Altach,db76e78f6c0c021780a1bc79a4b3b948519d2ac443306e7e9589b2202b32dd48,2:0,2009/10,15:15,6800,1,5,1,2010
100,2. Liga,2010-04-05 18:00:00,29,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Günther Kerber,4-4-2,7448,FC Dornbirn,c19ab484223dd29b06c4ce355daa412a98ae71a10148bb531e6edee1d9edce64,0:4,2009/10,18:00,3000,0,5,4,2010
101,2. Liga,2010-07-05 19:00:00,30,Frenkie Schinkels,5-4-1,2364,First Vienna FC,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,1f61da57cedc99356fa136ab070172378fc4a9f8f9535c30b7049956ab627a3b,0:0,2009/10,19:00,3849,0,5,7,2010
102,2. Liga,2010-05-14 19:00:00,31,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,Bruno Friesenbichler,4-5-1,4467,TSV Hartberg,e501f6f2ecc4a14fb14376004b03e962001b6fb0fbe84eee3afc37b22fcd2186,1:1,2009/10,19:00,1600,4,14,5,2010
103,2. Liga,2010-05-21 19:00:00,32,Niko Kovac,4-5-1,6227,Red Bull Juniors Salzburg,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,e25ab787ca91b93967451f67a7aee27e39b76d49260ec0ee32a72e73abc7abc5,2:0,2009/10,19:00,3093,4,21,5,2010
105,ÖFB-Cup,2009-08-14 19:00:00,1.Runde,Adi Hütter,4-4-2,3551,SC Rheindorf Altach,,,935,FC Pasching,4d4c74eda9f5cabe5995f9fa10bac936746de9e562554a4e82c1240b3e9a4261,1:0,2009/10,19:00,700,4,14,8,2009
106,2. Liga,2009-07-14 19:00:00,1,Armand Benneker,4-5-1,7448,FC Dornbirn,Martin Scherb,4-4-2,2662,SKN St. Pölten,fdad59fd80b2ca7eeba8afad9412a5ec712c9755657cd9116e719af95eee2f64,2:0,2009/10,19:00,1200,1,14,7,2009
107,2. Liga,2009-07-17 18:00:00,2,Walter Schachner,4-4-2 Raute,503,FC Admira Wacker Mödling,Armand Benneker,4-5-1,7448,FC Dornbirn,390e4283c64c9fc9b6ecdd1242bba409d9224ee5074333bac58652e41ca2c887,0:4,2009/10,18:00,800,4,17,7,2009
108,2. Liga,2009-07-24 18:00:00,3,Armand Benneker,4-5-1,7448,FC Dornbirn,Nenad Bjelica,4-4-2,2231,FC Lustenau,6fdcba29e566afad5290253214717d9e2f15494963430be9785503cfc84c2bf1,1:1,2009/10,18:00,3000,4,24,7,2009
109,2. Liga,2009-07-31 18:00:00,4,Armand Benneker,4-3-3 offensiv,7448,FC Dornbirn,Johann Dihanich,4-4-2,4383,FK Austria Wien Amateure,6c802d32d9ef59f2e55986ba44b15eb614c1d9cf781b8ba39860dd2d63eb2e5b,1:1,2009/10,18:00,312,4,31,7,2009
110,2. Liga,2009-07-08 18:00:00,5,Peter Stöger,4-4-2,2364,First Vienna FC,Armand Benneker,4-4-2,7448,FC Dornbirn,40552ed7839240798ed562a288fcb44f0ad209d9110d5145fa8ebbdaa04fba13,2:1,2009/10,18:00,1400,2,8,7,2009
